China 'deplores' Biden's comments on defense of Taiwan ,World,https://www.newsnationnow.com/world/china-deplores-bidens-comments-on-defense-of-taiwan/?utm_campaign=socialflow&utm_source=t.co&utm_medium=referral
"Democrats and Republicans agree: Democracy itself is on the ballot in November's midterm elections, although for very different reasons. 
Full story: 
#Vote #Electionintegrity #Arizona ",Politics,https://www.newsnationnow.com/politics/elections-2022/arizona-2022-midterm-election/arizona-election-integrity-on-the-ballot-this-november/
Election integrity on the ballot this November ,Politics,https://www.newsnationnow.com/politics/elections-2022/arizona-2022-midterm-election/arizona-election-integrity-on-the-ballot-this-november/?utm_medium=referral&utm_campaign=socialflow&utm_source=t.co
"Biden talks pandemic, China, approval ratings in interview ",Politics,https://www.newsnationnow.com/politics/biden-pandemic-china-approval-ratings/?utm_source=t.co&utm_campaign=socialflow&utm_medium=referral
‘Her faith was everything’: Royals commentator on queen ,World,https://www.newsnationnow.com/world/her-faith-was-everything-queen/?utm_medium=referral&utm_source=t.co&utm_campaign=socialflow
"Mark Frerichs, a Navy veteran who had been held hostage in Afghanistan for more than two years by the Taliban, has been released, his family said Monday. A Taliban drug lord jailed by the U.S. was also freed and returned to Kabul.

MORE:  ",World,https://www.newsnationnow.com/world/us-navy-veteran-freed-taliban/
By the numbers: Facts and figures about the queen's funeral ,World,https://www.newsnationnow.com/world/facts-and-figures-queens-funeral/?utm_medium=referral&utm_source=t.co&utm_campaign=socialflow
Queen's funeral: Key moments and what they symbolized ,World,https://www.newsnationnow.com/world/queens-funeral-key-moments-symbolized/?utm_medium=referral&utm_source=t.co&utm_campaign=socialflow
".@POTUS said in a CBS interview that U.S. military forces would defend Taiwan if the island nation were invaded by China. After the interview, a White House official said that the U.S. official position of “strategic ambiguity” has not changed.

MORE:  ",Politics,https://www.newsnationnow.com/politics/biden-us-forces-would-defend-taiwan-if-china-invaded/
US Navy veteran freed by Taliban in swap ,World,https://www.newsnationnow.com/world/us-navy-veteran-freed-taliban/?utm_medium=referral&utm_campaign=socialflow&utm_source=t.co
Voting laws are changing. Here's how they look in your state ,Politics,https://www.newsnationnow.com/politics/voting-laws-state/?utm_source=t.co&utm_campaign=socialflow&utm_medium=referral
Reports: Prince Harry upset over removal of queen’s initials on uniform ,World,https://www.newsnationnow.com/world/reports-prince-harry-upset-over-removal-of-queens-initials-on-uniform/?utm_campaign=socialflow&utm_source=t.co&utm_medium=referral
Biden: US forces would defend Taiwan if China invaded ,Politics,https://www.newsnationnow.com/politics/biden-us-forces-would-defend-taiwan-if-china-invaded/?utm_medium=referral&utm_source=t.co&utm_campaign=socialflow
