The Artemis I mega moon rocket is gearing up for another test Wednesday before its next launch attempt to journey around the moon and back ,World,https://www.cnn.com/2022/09/19/world/nasa-artemis-1-cryo-test-preview-scn/index.html?utm_term=link&utm_content=2022-09-19T23%3A15%3A02&utm_medium=social&utm_source=twCNN
"The Biden administration is largely downplaying President Biden's comments declaring the coronavirus pandemic ""over,"" suggesting his remarks signal a continuation of the White House's evolving stance toward the pandemic over the past few months ",Politics,https://www.cnn.com/2022/09/19/politics/biden-covid-pandemic-over/index.html?utm_source=twCNN&utm_medium=social&utm_content=2022-09-19T22%3A45%3A04&utm_term=link
Watch Georgia Republican Senate nominee Herschel Walker's response when he was asked how he is preparing for an upcoming debate against Democratic opponent Sen. Raphael Warnock  ,Politics,https://www.cnn.com/videos/politics/2022/09/19/herschel-walker-debate-warnock-georgia-orig.cnn?utm_medium=social&utm_term=video&utm_source=twCNN&utm_content=2022-09-19T22%3A16%3A06
"Watch @npwcnn go inside an abandoned building in Kupiansk, Ukraine, with a man who alleges he was tortured by Russian captors there: ",World,https://www.cnn.com/videos/world/2022/09/19/ukraine-kupiansk-prisoners-torture-russia-npw-pkg-lead-vpx.cnn
"Queen Elizabeth II reigned for an incredible 70 years, and for many in the UK she is the only monarch they have ever known.

CNN was on the ground for the 10 days of events leading up to the Queen’s funeral, witnessing her final journey. ",World,https://www.cnn.com/interactive/2022/09/world/queen-elizabeth-ii-farewell-cnnphotos/?utm_source=twCNN&utm_content=2022-09-19T20%3A49%3A54&utm_medium=social&utm_term=link
GOP Rep. Liz Cheney of Wyoming and Democratic Rep. Zoe Lofgren of California previewed in an op-ed their proposed legislation to make it harder to overturn a certified presidential election in the future by proposing changes to the Electoral Count Act ,Politics,https://www.cnn.com/2022/09/19/politics/electoral-count-act-liz-cheney-zoe-lofgren/index.html?utm_term=link&utm_content=2022-09-19T18%3A04%3A37&utm_medium=social&utm_source=twCNN
"During Queen Elizabeth II's committal service in St. George's Chapel at Windsor Castle, the Crown Jeweller removed the Imperial State Crown and the Orb and Sceptre from the Queen's coffin before it was lowered into the royal vault.

Watch here: ",World,https://www.cnn.com/videos/world/2022/09/19/crown-jewels-removed-from-queens-coffin-vpx.cnn
"Queen Elizabeth II made sure her furry friends were in attendance at the committal service held at Windsor Castle. CNN's @donlemon speaks with a panel about the important role the royal pets played in the life of the late British monarch.

Watch here: ",World,https://www.cnn.com/videos/world/2022/09/19/windsor-castle-corgis-horses-queen-elizabeth-funeral-vpx.cnn
"The James Webb Space Telescope's main goal is to detect faint light from distant galaxies, but it recently observed one of the brightest objects in the night sky: Mars ",World,https://www.cnn.com/2022/09/19/world/webb-telescope-mars-image-scn/index.html?utm_source=twCNN&utm_medium=social&utm_content=2022-09-19T17%3A05%3A17&utm_term=link
"The coffin bearers for Queen Elizabeth II carry the coffin into St. George's Chapel at Windsor Castle where the committal service takes place as members of choir perform.

Watch here: ",World,https://www.cnn.com/videos/world/2022/09/19/windsor-castle-st-georges-chapel-procession-queen-elizbaeth-coffin-vpx.cnn
"Anchor and royal correspondent @MaxFosterCNN explains who's who in the funeral procession as they walk behind Queen Elizabeth II's coffin towards Windsor for the final time. 

Watch here: ",World,https://www.cnn.com/videos/world/2022/09/19/queen-elizabeth-funeral-procession-who-is-who-escorts-royal-family-vpx.cnn
"Queen Elizabeth II's funeral was concluded with music played by her bagpiper, Pipe Major Paul Burns. For decades the monarch was woken up by the sound of bagpipes, played underneath her window, acting as a personal alarm clock.

Watch here: ",World,https://www.cnn.com/videos/world/2022/09/19/queen-elizabeth-funeral-bag-piper-intl-ldn-vpx.cnn
The State Gun Carriage which was being used to carry the Queen's coffin for its processions through the center of London has a fascinating history ,World,https://www.cnn.com/2022/09/19/world/gun-carriage-queen-elizabeth-ii-funeral-intl-gbr/index.html?utm_source=twCNN&utm_content=2022-09-19T14%3A06%3A03&utm_medium=social&utm_term=link
"Mark Frerichs, a Navy veteran held captive for more than two years in Afghanistan, has been released in a prisoner swap ",Politics,https://www.cnn.com/2022/09/19/politics/mark-frerichs-released-afghanistan-taliban/index.html?utm_term=link&utm_source=twCNN&utm_medium=social&utm_content=2022-09-19T11%3A12%3A01
"Beaming at the camera, a joyous Queen Elizabeth II smiles in a new photograph released by Buckingham Palace on the eve of her state funeral 

📷 : Ranald Mackechnie/Buckingham Palace/Associated Press ",World,https://www.cnn.com/2022/09/19/world/unseen-photo-smiling-queen-intl-gbr/index.html?utm_source=twCNN&utm_content=2022-09-19T09%3A05%3A03&utm_medium=social&utm_term=image
"World leaders, dignitaries, politicians, public figures and European royals are expected to be among the 2,000 attendees ",Politics,https://www.cnn.com/2022/09/19/politics/biden-world-leaders-queen-elizabeth-funeral/index.html?utm_content=2022-09-19T08%3A51%3A05&utm_medium=social&utm_source=twCNN&utm_term=link
"First lady Jill Biden is overwhelmed by the outpouring of love and respect she is witnessing for Queen Elizabeth II during her visit to London with President Joe Biden, she told CNN. ",Politics,https://www.cnn.com/2022/09/18/politics/jill-biden-queen-elizabeth-london/index.html?utm_term=link&utm_content=2022-09-19T06%3A30%3A06&utm_medium=social&utm_source=twCNN
"President Joe Biden said he believes the Covid-19 pandemic is “over” in an appearance on CBS’ “60 Minutes,” but acknowledged the US still has a “problem” with the virus that has killed more than 1 million Americans. ",Politics,https://www.cnn.com/2022/09/18/politics/biden-pandemic-60-minutes/index.html?utm_term=link&utm_source=twCNN&utm_medium=social&utm_content=2022-09-19T03%3A00%3A08
"According to her former chef, Queen Elizabeth II sent back one dish - and it's not what you might think. Watch the interview with @Acosta for more: ",World,https://www.cnn.com/videos/world/2022/09/18/queen-elizabeth-ii-chef-higgins-acostanr-vpx.cnn
"In a Kansas stop on his national blitz, Republican Florida Gov. DeSantis got an ovation from GOP voters days after flying migrants to Martha's Vineyard. ",Politics,https://www.cnn.com/2022/09/18/politics/desantis-gop-rallies-migrants/index.html?utm_term=link&utm_content=2022-09-19T01%3A15%3A05&utm_medium=social&utm_source=twCNN
"President Joe Biden said it's ""much too early"" to make a decision on whether he'll run for reelection, injecting fresh uncertainty into his 2024 plans. ",Politics,https://www.cnn.com/2022/09/18/politics/biden-too-early-to-decide-about-2024/index.html?utm_medium=social&utm_content=2022-09-19T00%3A38%3A50&utm_source=twCNN&utm_term=link
Watch former Congresswoman Barbara Comstock (R-VA) join @acosta to react to former President Trump's speech at a rally supporting GOP Senate candidate JD Vance in Ohio: ,Politics,https://www.cnn.com/videos/politics/2022/09/18/jd-vance-trump-ohio-rally-comstock-sot-acostanr-vpx.cnn
"The relocation of about 50 migrants from Texas to Martha’s Vineyard in Massachusetts, initiated this week by Florida’s governor, has revived memories of strikingly similar tactics employed by southern segregationists 60 years ago. ",Politics,https://www.cnn.com/2022/09/18/politics/migrants-historical-parallels-reverse-freedom-rides/index.html?utm_term=link&utm_source=twCNN&utm_content=2022-09-18T19%3A00%3A02&utm_medium=social
New York City Mayor Eric Adams said that the current migrant situation is a “humanitarian crisis created by human hands” that requires “an all-hands-on-deck moment” of coordination by the US. ,Politics,https://www.cnn.com/2022/09/18/politics/eric-adams-migrant-crisis-cnntv/index.html?utm_source=twCNN&utm_medium=social&utm_content=2022-09-18T16%3A45%3A04&utm_term=link
"The outgoing Republican speaker of the Arizona House says Trump-backed GOP candidates might send the country “back into the dark ages” if they win key midterm races
",Politics,https://www.cnn.com/2022/09/18/politics/rusty-bowers-fascism-trump-election-cnntv/index.html?utm_term=link&utm_medium=social&utm_content=2022-09-18T13%3A45%3A06&utm_source=twCNN
"Melania Trump criticized her husband’s handling of the Covid-19 pandemic, according to a new book by Peter Baker and Susan Glasser.

CNN's @Acosta discusses the revelations with ex-White House press secretary @OMGrisham and ex-Pence adviser @OliviaTroye: ",Politics,https://www.cnn.com/videos/politics/2022/09/18/melania-trump-covid-19-new-book-nr-vpx.cnn
"Donald Trump looked to stall Democratic Senate candidate Tim Ryan’s attempt to win over his supporters with a Saturday rally in Ohio -- telling the audience that the Democrat is no friend of the Trump movement 
",Politics,https://www.cnn.com/2022/09/17/politics/trump-tim-ryan-republicans-ohio/index.html?utm_content=2022-09-18T10%3A00%3A15&utm_medium=social&utm_source=twCNN&utm_term=link
"President Joe Biden arrived in London for a two-day visit honoring Queen Elizabeth II, the long-reigning monarch he says “defined an era.”
",Politics,https://www.cnn.com/2022/09/18/politics/joe-biden-london-queen-elizabeth-liz-truss/index.html?utm_medium=social&utm_content=2022-09-18T09%3A45%3A07&utm_source=twCNN&utm_term=link
"People in India are calling on Britain to return the Koh-i-Noor diamond, a 105-carat jewel on the Queen Mother's crown, after Queen Elizabeth's death.

Watch CNN reporter @vedikas' report on the decades-old controversy here: ",World,https://www.cnn.com/videos/world/2022/09/17/kohinoor-diamond-crown-calls-for-return-india-vedika-sud-pkg-intl-vpx.cnn
Attorneys representing more than 30 of the migrants flown to Massachusetts this week urge officials to open criminal investigations into the flights ,Politics,https://www.cnn.com/2022/09/17/politics/marthas-vineyard-migrants-criminal-investigation/index.html?utm_content=2022-09-18T05%3A00%3A03&utm_medium=social&utm_source=twCNN&utm_term=link
"Rep. Gaetz sought Trump pardon relating to sex trafficking investigation, ex-White House aide testifies ",Politics,https://www.cnn.com/2022/09/17/politics/matt-gaetz-trump-pardon-justice-department/index.html?utm_term=link&utm_source=twCNN&utm_content=2022-09-18T03%3A15%3A02&utm_medium=social
"""[Putin] will be playing checkers with Adolf Hitler in a very different place.""

@SenatorRisch (R-ID) is asked by @PamelaBrownCNN how he thinks Russia's invasion of Ukraine will end. Watch the moment here: ",Politics,https://www.cnn.com/videos/politics/2022/09/17/senator-james-risch-russia-ukraine-putin-nr-brown-vpx.cnn
Watch the moment Queen Elizabeth II's eight grandchildren held a vigil at her lying in state. ,World,https://www.cnn.com/videos/world/2022/09/17/queen-coffin-grandchildren-stand-vigil-acostanr-vpx.cnn
“Breathtaking” images of a stellar nursery in the Orion Nebula taken by the James Webb Space Telescope are revealing intricate details about how stars and planetary systems form.  ,World,https://www.cnn.com/2022/09/12/world/james-webb-space-telescope-image-orion-nebula-scn/index.html
